customer_id,visit_freq,avg_basket,last_coupon_days,reward_points
CUST_00796,6,47.67,43,1542
CUST_00797,18,85.34,36,304
CUST_00798,10,31.43,0,693
CUST_00799,5,46.96,53,108
CUST_00800,10,27.27,14,323
CUST_00801,12,18.84,31,1229
CUST_00802,2,25.38,7,1257
CUST_00803,13,28.03,32,1961
CUST_00804,8,48.99,17,457
CUST_00805,2,98.73,44,1210
CUST_00806,1,22.1,28,1963
CUST_00807,5,29.58,31,481
CUST_00808,9,38.42,32,921
CUST_00809,17,49.89,4,1430
CUST_00810,9,46.59,17,1864
CUST_00811,11,72.1,47,1532
CUST_00812,15,5.0,57,1892
CUST_00813,6,5.0,9,519
CUST_00814,3,27.6,35,1076
CUST_00815,17,67.43,32,1421
CUST_00816,5,5.0,22,1222
CUST_00817,12,5.0,39,390
CUST_00818,18,54.28,4,1672
CUST_00819,14,46.09,33,770
CUST_00820,11,12.74,23,1869
CUST_00821,9,15.36,16,912
CUST_00822,2,15.76,30,1521
CUST_00823,12,42.76,6,1195
CUST_00824,3,24.34,16,85
CUST_00825,3,52.35,27,557
CUST_00826,1,5.0,37,857
CUST_00827,8,18.58,60,1209
CUST_00828,8,11.85,21,1179
CUST_00829,11,33.59,14,1516
CUST_00830,9,26.55,36,1933
CUST_00831,5,59.95,14,1544
CUST_00832,14,5.0,49,1650
CUST_00833,3,41.14,49,665
CUST_00834,5,53.96,24,1153
CUST_00835,5,86.42,52,842
CUST_00836,19,27.96,20,1104
CUST_00837,14,48.11,54,1407
CUST_00838,4,5.0,37,1825
CUST_00839,13,5.0,1,1682
CUST_00840,10,61.12,26,294
CUST_00841,18,39.86,48,268
CUST_00842,8,69.46,31,644
CUST_00843,8,5.66,20,1585
CUST_00844,7,53.0,3,534
CUST_00845,8,86.72,43,1401
CUST_00846,14,50.49,18,1399
CUST_00847,19,46.91,1,87
CUST_00848,6,40.21,25,924
CUST_00849,1,5.0,33,1647
CUST_00850,15,73.89,13,110
CUST_00851,1,24.73,14,583
CUST_00852,17,52.61,19,1177
CUST_00853,1,5.0,33,1486
CUST_00854,15,10.51,35,1592
CUST_00855,2,75.88,18,768
CUST_00856,14,31.32,8,1179
CUST_00857,8,76.33,6,1648
CUST_00858,8,38.04,29,1341
CUST_00859,19,5.0,12,1582
CUST_00860,7,62.3,26,237
CUST_00861,19,25.25,43,333
CUST_00862,6,57.47,34,105
CUST_00863,6,40.63,12,1505
CUST_00864,3,5.0,14,1722
CUST_00865,7,44.11,45,1694
CUST_00866,19,94.91,55,1733
CUST_00867,8,52.32,8,381
CUST_00868,10,38.56,44,688
CUST_00869,15,66.88,22,260
CUST_00870,15,45.27,53,1822
CUST_00871,1,45.24,35,1316
CUST_00872,7,12.71,52,1358
CUST_00873,4,45.85,39,654
CUST_00874,6,65.89,2,819
CUST_00875,1,19.1,33,708
CUST_00876,5,75.61,18,475
CUST_00877,1,37.71,27,1248
CUST_00878,4,17.81,22,906
CUST_00879,2,64.94,39,554
CUST_00880,10,32.83,48,1477
CUST_00881,5,58.99,44,662
CUST_00882,10,32.71,6,1319
CUST_00883,1,38.5,40,574
CUST_00884,6,52.34,11,641
CUST_00885,13,47.27,60,1790
CUST_00886,15,5.0,13,462
CUST_00887,4,11.97,45,854
CUST_00888,13,63.24,14,1237
CUST_00889,15,36.7,2,584
CUST_00890,8,26.91,14,942
CUST_00891,5,6.04,50,615
CUST_00892,15,13.01,23,157
CUST_00893,4,5.0,51,271
CUST_00894,12,37.47,45,1850
CUST_00895,13,25.04,7,1261
CUST_00896,2,15.84,4,1326
CUST_00897,19,38.3,50,1907
CUST_00898,19,49.1,3,669
CUST_00899,4,92.33,13,620
CUST_00900,4,5.0,15,520
CUST_00901,11,68.98,19,1344
CUST_00902,5,64.33,23,58
CUST_00903,11,20.52,5,1381
CUST_00904,10,45.08,54,703
CUST_00905,8,28.56,56,647
CUST_00906,6,44.64,30,1274
CUST_00907,6,77.73,5,890
CUST_00908,8,55.14,34,435
CUST_00909,15,52.72,14,145
CUST_00910,14,29.24,28,858
CUST_00911,11,5.0,2,977
CUST_00912,12,34.79,10,1375
CUST_00913,13,70.17,2,1593
CUST_00914,8,5.0,27,1712
CUST_00915,18,13.62,9,1823
CUST_00916,1,43.16,49,244
CUST_00917,15,15.38,32,1583
CUST_00918,8,20.19,47,300
CUST_00919,11,29.41,15,437
CUST_00920,12,5.86,58,867
CUST_00921,12,15.65,9,99
CUST_00922,4,57.59,32,724
CUST_00923,16,7.32,35,813
CUST_00924,4,5.0,2,479
CUST_00925,5,24.25,4,414
CUST_00926,5,58.3,11,164
CUST_00927,8,35.08,56,1935
CUST_00928,10,28.39,43,1965
CUST_00929,17,41.11,12,1661
CUST_00930,9,5.0,23,1325
CUST_00931,19,52.37,43,973
CUST_00932,14,49.59,56,1144
CUST_00933,8,29.77,31,87
CUST_00934,9,65.15,15,1240
CUST_00935,11,11.81,31,572
CUST_00936,1,68.2,44,813
CUST_00937,14,43.86,36,178
CUST_00938,5,31.59,55,1725
CUST_00939,14,39.5,35,162
CUST_00940,4,37.32,20,592
CUST_00941,1,70.51,46,1005
CUST_00942,19,13.08,11,1193
CUST_00943,8,20.94,50,300
CUST_00944,15,65.91,20,373
CUST_00945,15,25.11,59,707
CUST_00946,9,62.51,50,202
CUST_00947,9,82.49,20,46
CUST_00948,10,29.96,42,462
CUST_00949,9,57.03,52,1693
CUST_00950,3,11.16,5,407
CUST_00951,11,58.87,8,1217
CUST_00952,6,44.99,0,426
CUST_00953,2,51.83,11,929
CUST_00954,7,23.86,57,1814
CUST_00955,18,5.0,13,316
CUST_00956,2,52.58,5,1502
CUST_00957,17,5.0,0,420
CUST_00958,11,32.07,21,1292
CUST_00959,12,63.53,33,1504
CUST_00960,19,44.8,55,1734
CUST_00961,7,88.71,10,1759
CUST_00962,6,65.63,2,262
CUST_00963,1,23.65,41,1449
CUST_00964,17,40.68,5,165
CUST_00965,11,38.82,5,1715
CUST_00966,18,5.0,19,427
CUST_00967,17,16.49,20,1727
CUST_00968,7,25.98,1,396
CUST_00969,17,5.0,25,1239
CUST_00970,9,41.19,30,795
CUST_00971,17,33.77,25,1887
CUST_00972,8,5.0,55,106
CUST_00973,17,50.11,31,97
CUST_00974,7,57.9,9,1903
CUST_00975,1,45.68,22,1505
CUST_00976,13,31.9,57,1522
CUST_00977,19,54.79,5,1253
CUST_00978,19,57.01,22,1280
CUST_00979,17,47.69,27,42
CUST_00980,13,19.38,48,241
CUST_00981,16,46.92,29,1577
CUST_00982,8,69.89,13,94
CUST_00983,19,25.08,36,1969
CUST_00984,18,92.45,54,1789
CUST_00985,1,26.86,31,187
CUST_00986,14,40.81,48,384
CUST_00987,19,23.19,33,818
CUST_00988,15,45.58,40,1423
CUST_00989,18,5.0,43,1529
CUST_00990,2,26.35,50,1190
CUST_00991,17,12.7,21,1806
CUST_00992,18,43.38,30,1148
CUST_00993,6,64.86,6,1696
CUST_00994,19,56.15,40,86
CUST_00995,4,5.0,20,1844
CUST_00996,1,91.05,15,488
CUST_00997,8,47.38,19,225
CUST_00998,7,20.59,42,1680
CUST_00999,3,43.93,43,344
CUST_01000,10,44.4,46,1783
CUST_01001,10,23.33,49,1897
CUST_01002,19,44.95,18,517
CUST_01003,14,24.81,47,1054
CUST_01004,2,29.89,31,1732
CUST_01005,1,22.84,14,1767
CUST_01006,18,5.0,4,295
CUST_01007,7,43.65,10,413
CUST_01008,8,54.63,14,1860
CUST_01009,1,52.87,28,1995
CUST_01010,3,60.5,49,134
CUST_01011,8,48.11,44,524
CUST_01012,15,26.68,3,1008
CUST_01013,5,60.99,48,3
CUST_01014,3,6.06,35,177
CUST_01015,19,17.48,47,745
CUST_01016,1,15.89,22,258
CUST_01017,15,67.0,14,651
CUST_01018,8,63.57,45,1088
CUST_01019,2,52.18,43,1818
CUST_01020,3,66.8,2,1386
CUST_01021,14,18.02,31,1841
CUST_01022,14,48.71,9,1740
CUST_01023,11,36.87,39,1040
CUST_01024,16,61.17,37,1223
CUST_01025,4,37.12,21,543
CUST_01026,5,30.38,13,1235
CUST_01027,14,53.52,16,434
CUST_01028,16,61.9,20,1296
CUST_01029,18,23.29,50,289
CUST_01030,7,38.47,47,802
CUST_01031,10,13.54,14,482
CUST_01032,7,5.0,57,233
CUST_01033,1,45.01,14,407
CUST_01034,19,55.22,0,693
CUST_01035,16,46.55,23,1169
CUST_01036,19,5.0,54,561
CUST_01037,4,31.23,54,429
CUST_01038,18,5.0,11,431
CUST_01039,2,74.24,9,1638
CUST_01040,1,12.85,45,1568
CUST_01041,15,71.39,41,496
CUST_01042,5,63.65,41,982
CUST_01043,11,17.49,51,1112
CUST_01044,10,11.68,60,996
CUST_01045,2,48.76,30,1434
CUST_01046,3,18.89,10,896
CUST_01047,12,42.56,53,1876
CUST_01048,5,27.93,15,826
CUST_01049,5,5.0,60,1264
CUST_01050,6,5.0,8,777
CUST_01051,9,45.67,46,222
CUST_01052,2,25.96,13,1771
CUST_01053,12,26.17,18,1688
CUST_01054,3,57.4,30,467
CUST_01055,12,69.34,8,568
CUST_01056,17,33.19,35,1345
CUST_01057,10,31.49,52,374
CUST_01058,14,52.5,38,1135
CUST_01059,17,6.08,53,526
CUST_01060,18,45.58,25,411
CUST_01061,19,53.8,7,268
CUST_01062,17,57.01,23,625
CUST_01063,14,5.0,7,1275
CUST_01064,9,20.97,18,1011
CUST_01065,8,18.04,46,1397
CUST_01066,2,42.5,47,1677
CUST_01067,13,52.02,29,1649
CUST_01068,7,77.42,57,449
CUST_01069,9,27.63,21,801
CUST_01070,11,27.56,54,1892
CUST_01071,14,68.74,8,1560
CUST_01072,4,47.41,57,1391
CUST_01073,13,71.69,57,821
CUST_01074,2,47.22,43,254
CUST_01075,5,11.07,47,1486
CUST_01076,11,6.67,3,1291
CUST_01077,6,5.0,36,125
CUST_01078,18,56.55,7,1416
CUST_01079,10,69.71,0,761
CUST_01080,4,86.23,27,798
CUST_01081,9,61.08,5,1357
CUST_01082,6,69.07,46,564
CUST_01083,2,25.5,35,1391
CUST_01084,17,11.09,52,1578
CUST_01085,5,61.25,10,1701
CUST_01086,6,50.44,4,1577
CUST_01087,12,42.69,49,1915
CUST_01088,10,49.68,23,455
CUST_01089,6,48.08,46,1711
CUST_01090,8,72.1,17,1090
CUST_01091,2,72.37,19,1089
CUST_01092,12,53.61,27,911
CUST_01093,13,61.15,12,1618
CUST_01094,7,52.85,4,861
CUST_01095,10,28.47,29,616
CUST_01096,13,58.91,0,399
CUST_01097,17,5.14,21,286
CUST_01098,14,66.35,17,1909
CUST_01099,2,10.14,45,185
CUST_01100,11,47.15,4,283
CUST_01101,1,18.87,30,1539
CUST_01102,19,53.83,5,649
CUST_01103,4,39.15,26,690
CUST_01104,19,5.0,55,236
CUST_01105,11,50.52,24,1041
CUST_01106,8,25.55,28,814
CUST_01107,11,62.03,27,927
CUST_01108,4,40.03,15,413
CUST_01109,17,49.89,53,1955
CUST_01110,7,16.06,52,8
CUST_01111,8,25.27,11,419
CUST_01112,3,28.53,19,28
CUST_01113,2,61.42,17,1679
CUST_01114,15,81.93,33,347
CUST_01115,5,19.87,54,660
CUST_01116,1,66.92,52,575
CUST_01117,4,5.0,22,1902
CUST_01118,15,10.15,44,449
CUST_01119,19,16.03,26,379
CUST_01120,3,6.19,48,698
CUST_01121,11,5.0,16,365
CUST_01122,17,50.32,47,1250
CUST_01123,13,34.65,20,1141
CUST_01124,11,49.49,49,411
CUST_01125,2,57.26,39,950
CUST_01126,9,46.64,30,355
CUST_01127,2,56.44,2,253
CUST_01128,9,38.26,16,1566
CUST_01129,9,10.33,60,1696
CUST_01130,8,66.45,49,726
CUST_01131,17,25.27,57,1467
CUST_01132,1,16.61,25,680
CUST_01133,11,35.55,22,1104
CUST_01134,8,17.18,5,1069
CUST_01135,10,29.56,27,1072
CUST_01136,7,48.6,7,1472
CUST_01137,3,48.71,54,809
CUST_01138,3,17.55,57,1430
CUST_01139,18,27.81,44,1903
CUST_01140,5,66.86,7,1306
CUST_01141,12,52.41,18,472
CUST_01142,12,91.88,37,415
CUST_01143,19,69.5,28,978
CUST_01144,6,68.61,22,599
CUST_01145,2,5.3,46,1144
CUST_01146,12,59.1,31,1026
CUST_01147,19,38.67,9,1339
CUST_01148,5,26.23,26,459
CUST_01149,12,44.2,48,1250
CUST_01150,17,63.63,0,78
CUST_01151,17,52.52,38,1680
CUST_01152,10,18.04,28,1777
CUST_01153,17,58.56,58,1567
CUST_01154,15,24.06,44,774
CUST_01155,12,45.42,2,1746
CUST_01156,16,32.42,50,1094
CUST_01157,19,34.53,46,895
CUST_01158,8,59.16,36,1220
CUST_01159,17,14.0,30,57
CUST_01160,5,88.63,10,1447
CUST_01161,16,5.0,21,1492
CUST_01162,6,25.06,17,623
CUST_01163,8,49.26,34,47
CUST_01164,18,54.61,5,1458
CUST_01165,12,37.49,2,1208
CUST_01166,15,38.57,4,1902
CUST_01167,9,50.26,8,838
CUST_01168,13,34.22,27,164
CUST_01169,15,74.83,18,1750
CUST_01170,10,60.98,27,1354
CUST_01171,16,61.82,26,329
CUST_01172,7,15.85,12,1144
CUST_01173,17,38.02,60,212
CUST_01174,7,32.49,37,1846
CUST_01175,14,14.86,42,506
CUST_01176,15,49.0,52,1576
CUST_01177,7,26.56,20,1888
CUST_01178,9,56.39,26,915
CUST_01179,19,13.25,45,800
CUST_01180,16,82.98,5,167
CUST_01181,8,17.59,37,994
CUST_01182,18,45.48,48,1569
CUST_01183,18,59.8,10,829
CUST_01184,7,25.73,46,995
CUST_01185,3,61.31,40,986
CUST_01186,18,9.27,52,786
CUST_01187,10,76.3,16,426
CUST_01188,7,40.35,55,1732
CUST_01189,17,25.09,38,1726
CUST_01190,14,32.52,6,1244
CUST_01191,3,60.22,29,1015
CUST_01192,12,25.39,20,1033
CUST_01193,13,21.27,0,1143
CUST_01194,2,34.46,24,1658
CUST_01195,3,10.58,31,1270
CUST_01196,5,85.51,58,1383
CUST_01197,11,25.84,56,1932
CUST_01198,8,60.79,7,1244
CUST_01199,12,45.24,4,772
CUST_01200,7,15.39,29,1529
CUST_01201,15,39.85,50,1081
CUST_01202,17,59.6,7,1850
CUST_01203,4,35.29,48,1483
CUST_01204,13,69.83,18,1151
CUST_01205,18,65.54,43,1722
CUST_01206,1,62.97,58,716
CUST_01207,16,28.51,54,85
CUST_01208,13,13.0,29,103
CUST_01209,10,24.66,14,142
CUST_01210,12,44.91,35,204
CUST_01211,2,53.64,54,640
CUST_01212,3,5.0,43,1781
CUST_01213,10,39.8,26,1061
CUST_01214,2,43.95,12,1386
CUST_01215,13,33.06,13,1644
CUST_01216,13,72.28,36,1332
CUST_01217,18,50.54,53,1075
CUST_01218,3,72.75,47,0
CUST_01219,7,34.6,29,10
CUST_01220,14,63.44,38,1849
CUST_01221,17,80.88,46,746
CUST_01222,12,72.79,12,1663
CUST_01223,16,12.7,57,1959
CUST_01224,12,33.66,15,1237
CUST_01225,15,31.37,43,955
CUST_01226,10,52.23,6,754
CUST_01227,7,57.16,47,1579
CUST_01228,5,19.03,54,517
CUST_01229,1,41.7,54,1691
CUST_01230,17,5.0,26,1438
CUST_01231,3,76.05,44,1031
CUST_01232,13,27.19,60,4
CUST_01233,14,41.4,54,1385
CUST_01234,18,32.26,34,693
CUST_01235,4,68.65,14,111
CUST_01236,18,5.0,27,1003
CUST_01237,5,39.58,34,272
CUST_01238,16,37.35,6,421
CUST_01239,1,28.66,49,264
CUST_01240,14,83.16,45,1481
CUST_01241,15,17.82,49,211
CUST_01242,9,59.29,50,1101
CUST_01243,15,48.91,45,781
CUST_01244,17,71.54,19,665
CUST_01245,4,23.32,31,1244
CUST_01246,12,21.68,37,368
CUST_01247,5,67.4,60,957
CUST_01248,5,50.63,39,346
CUST_01249,11,5.0,31,24
CUST_01250,6,26.52,25,975
CUST_01251,7,49.66,57,1443
CUST_01252,14,60.94,38,1377
CUST_01253,11,23.02,19,1743
CUST_01254,13,5.0,17,416
CUST_01255,2,53.08,49,514
CUST_01256,7,9.49,14,214
CUST_01257,4,5.0,51,1930
CUST_01258,8,5.0,21,1135
CUST_01259,19,60.35,50,953
CUST_01260,13,43.22,21,1727
CUST_01261,14,34.36,52,913
CUST_01262,10,74.73,20,1582
CUST_01263,11,55.93,1,427
CUST_01264,2,80.41,39,732
CUST_01265,9,5.18,52,698
CUST_01266,17,39.14,42,1585
CUST_01267,3,5.0,17,1732
CUST_01268,6,34.27,22,215
CUST_01269,5,33.78,12,412
CUST_01270,5,55.67,40,1756
CUST_01271,15,41.14,8,379
CUST_01272,17,55.59,48,1625
CUST_01273,9,57.59,6,231
CUST_01274,3,93.87,40,834
CUST_01275,17,32.12,53,257
CUST_01276,10,16.47,0,1688
CUST_01277,3,46.15,1,1279
CUST_01278,18,19.94,3,402
CUST_01279,18,77.05,13,423
CUST_01280,17,32.92,31,769
CUST_01281,3,25.86,35,64
CUST_01282,3,28.22,1,189
CUST_01283,6,57.96,39,1626
CUST_01284,13,36.06,49,949
CUST_01285,15,23.96,50,172
CUST_01286,9,81.63,13,758
CUST_01287,4,18.6,19,1791
CUST_01288,14,40.89,24,627
CUST_01289,5,56.31,41,560
CUST_01290,2,5.0,48,1250
CUST_01291,11,52.01,7,1000
CUST_01292,9,13.62,27,1604
CUST_01293,3,60.57,45,1957
CUST_01294,9,15.93,20,1411
CUST_01295,3,57.32,22,400
CUST_01296,2,67.65,31,637
CUST_01297,12,61.54,7,948
CUST_01298,10,46.28,30,212
CUST_01299,9,34.22,36,52
CUST_01300,15,25.59,15,623
CUST_01301,8,76.78,39,1694
CUST_01302,5,22.51,41,751
CUST_01303,11,14.07,26,661
CUST_01304,2,56.63,39,138
CUST_01305,15,20.1,40,417
CUST_01306,6,16.25,17,1648
CUST_01307,8,5.0,34,142
CUST_01308,5,27.93,48,1905
CUST_01309,16,37.93,51,508
CUST_01310,18,46.08,14,649
CUST_01311,6,63.78,52,485
CUST_01312,5,53.17,26,991
CUST_01313,16,35.23,16,1460
CUST_01314,13,35.05,39,1839
CUST_01315,5,52.75,1,542
CUST_01316,13,71.81,48,292
CUST_01317,17,43.16,49,1643
CUST_01318,18,28.27,30,1307
CUST_01319,8,15.18,60,670
CUST_01320,13,5.0,36,837
CUST_01321,19,56.66,40,1037
CUST_01322,3,54.45,40,633
CUST_01323,8,54.43,33,1750
CUST_01324,2,36.78,33,271
CUST_01325,8,75.17,50,1048
CUST_01326,13,27.9,54,1958
CUST_01327,13,63.88,58,321
CUST_01328,1,39.03,2,805
CUST_01329,6,24.79,16,1704
CUST_01330,19,54.81,13,1126
CUST_01331,16,50.24,13,1889
CUST_01332,8,48.92,45,882
CUST_01333,1,42.03,37,1063
CUST_01334,16,39.05,34,234
CUST_01335,9,99.71,0,831
CUST_01336,13,69.61,47,1112
CUST_01337,11,58.07,28,1123
CUST_01338,13,42.79,3,143
CUST_01339,10,65.18,60,1105
CUST_01340,4,52.95,32,588
CUST_01341,6,40.66,16,1594
CUST_01342,7,32.41,27,228
CUST_01343,5,37.98,49,1626
CUST_01344,11,5.0,25,1889
CUST_01345,13,45.27,7,1418
CUST_01346,19,27.79,33,1536
CUST_01347,10,79.82,58,1804
CUST_01348,10,40.48,17,1821
CUST_01349,11,10.28,30,1220
CUST_01350,7,38.75,58,273
CUST_01351,18,13.85,26,589
CUST_01352,4,51.84,15,652
CUST_01353,2,47.27,57,1823
CUST_01354,14,63.95,9,582
CUST_01355,13,20.23,39,967
CUST_01356,12,40.85,11,1585
CUST_01357,7,5.87,21,1990
CUST_01358,2,57.54,15,371
CUST_01359,13,52.97,11,1904
CUST_01360,14,52.4,10,1103
CUST_01361,17,40.04,19,1258
CUST_01362,9,50.37,50,1310
CUST_01363,17,80.11,0,818
CUST_01364,8,32.87,26,1690
CUST_01365,2,43.47,2,571
CUST_01366,13,12.85,11,544
CUST_01367,3,18.29,29,1460
CUST_01368,16,42.45,8,126
CUST_01369,6,67.6,52,732
CUST_01370,19,33.59,60,1735
CUST_01371,7,34.1,53,416
CUST_01372,10,29.83,36,637
CUST_01373,9,26.63,0,40
CUST_01374,2,47.37,41,786
CUST_01375,15,5.0,48,1492
CUST_01376,5,72.02,3,296
CUST_01377,4,23.36,14,1620
CUST_01378,4,58.05,50,1624
CUST_01379,18,8.25,26,41
CUST_01380,4,56.72,7,631
CUST_01381,17,56.8,59,1302
CUST_01382,12,49.61,59,1482
CUST_01383,17,15.14,22,32
CUST_01384,10,46.24,14,1299
CUST_01385,1,10.42,26,664
CUST_01386,18,33.68,30,1113
CUST_01387,18,65.74,38,615
CUST_01388,14,59.92,46,947
CUST_01389,15,40.38,7,1547
CUST_01390,12,15.63,29,159
CUST_01391,4,56.14,57,1952
CUST_01392,3,40.48,54,457
CUST_01393,12,5.0,41,1731
CUST_01394,7,59.57,17,398
CUST_01395,11,39.39,3,1842
CUST_01396,1,70.06,46,1797
CUST_01397,6,12.62,42,1114
CUST_01398,15,5.0,21,1732
CUST_01399,15,46.98,2,580
CUST_01400,19,47.29,14,1489
CUST_01401,11,5.0,34,219
CUST_01402,2,15.54,46,1442
CUST_01403,14,108.88,37,378
CUST_01404,2,32.36,32,1749
CUST_01405,4,58.27,13,929
CUST_01406,17,23.73,47,1470
CUST_01407,3,5.0,0,963
CUST_01408,13,35.74,52,1169
CUST_01409,9,33.36,48,232
CUST_01410,7,30.0,25,1394
CUST_01411,15,37.13,7,921
CUST_01412,11,46.61,49,233
CUST_01413,2,36.25,15,725
CUST_01414,15,8.4,37,366
CUST_01415,14,52.15,9,480
CUST_01416,11,5.0,41,1596
CUST_01417,3,5.0,36,1386
CUST_01418,17,58.48,25,589
CUST_01419,12,52.68,27,1534
CUST_01420,15,38.57,11,1118
CUST_01421,16,5.11,19,1865
CUST_01422,5,22.3,48,215
CUST_01423,6,33.43,13,724
CUST_01424,19,5.0,45,1839
CUST_01425,5,21.52,34,711
CUST_01426,3,56.31,28,1887
CUST_01427,1,75.68,11,1566
CUST_01428,6,29.51,51,1825
CUST_01429,15,58.91,17,1878
CUST_01430,2,5.0,43,984
CUST_01431,3,56.49,1,1158
CUST_01432,17,19.9,1,1106
CUST_01433,12,47.68,58,390
CUST_01434,18,33.81,16,1070
CUST_01435,15,73.01,9,391
CUST_01436,12,18.14,17,717
CUST_01437,16,55.69,21,384
CUST_01438,8,33.01,18,380
CUST_01439,14,36.04,57,1100
CUST_01440,17,35.4,52,1282
CUST_01441,8,18.86,0,1972
CUST_01442,15,39.65,23,603
CUST_01443,14,38.43,60,933
CUST_01444,18,46.03,35,1970
CUST_01445,7,42.11,24,398
CUST_01446,3,59.95,35,99
CUST_01447,12,63.09,30,1524
CUST_01448,3,13.73,30,382
CUST_01449,14,61.72,1,706
CUST_01450,15,10.34,18,1215
CUST_01451,14,54.7,52,1603
CUST_01452,7,55.49,11,1924
CUST_01453,17,5.0,9,1777
CUST_01454,12,42.32,30,1625
CUST_01455,4,28.29,44,1368
CUST_01456,9,21.03,60,9
CUST_01457,6,73.77,21,263
CUST_01458,16,23.66,22,1291
CUST_01459,2,19.84,51,831
CUST_01460,8,41.89,22,629
CUST_01461,11,57.14,14,761
CUST_01462,13,36.46,25,1594
CUST_01463,17,69.16,2,194
CUST_01464,8,53.27,22,561
CUST_01465,18,5.0,19,1430
CUST_01466,18,26.76,60,1319
CUST_01467,14,25.95,44,1913
CUST_01468,15,51.98,39,96
CUST_01469,6,5.0,56,461
CUST_01470,11,103.73,38,1662
CUST_01471,13,53.28,55,757
CUST_01472,1,43.72,7,86
CUST_01473,6,69.54,17,990
CUST_01474,9,98.59,40,76
CUST_01475,8,61.77,5,1912
CUST_01476,11,63.72,26,1739
CUST_01477,19,43.27,35,1506
CUST_01478,9,36.46,14,1169
CUST_01479,17,28.11,36,660
CUST_01480,12,19.35,57,1134
CUST_01481,14,22.82,4,1664
CUST_01482,15,6.24,38,764
CUST_01483,16,38.1,8,677
CUST_01484,1,5.0,6,1320
CUST_01485,10,44.77,40,1449
CUST_01486,8,39.09,19,1672
CUST_01487,18,43.67,9,790
CUST_01488,1,26.95,25,1357
CUST_01489,2,116.92,3,1546
CUST_01490,1,74.0,37,582
CUST_01491,1,8.89,23,670
CUST_01492,9,45.82,13,1751
CUST_01493,13,24.8,40,537
CUST_01494,1,14.64,0,1821
CUST_01495,13,6.5,16,1185
CUST_01496,7,50.81,44,429
CUST_01497,2,22.97,23,1637
CUST_01498,6,64.2,26,1092
CUST_01499,7,64.84,6,132
CUST_01500,14,74.35,8,188
CUST_01501,18,18.69,42,1746
CUST_01502,15,51.88,34,1778
CUST_01503,2,55.81,57,1701
CUST_01504,10,28.15,11,1947
CUST_01505,12,20.71,20,1945
CUST_01506,17,80.24,2,572
CUST_01507,8,45.69,14,1897
CUST_01508,11,55.9,20,278
CUST_01509,3,19.45,9,1453
CUST_01510,6,9.52,32,1648
CUST_01511,9,25.76,45,541
CUST_01512,6,36.9,58,1858
CUST_01513,9,13.39,51,1184
CUST_01514,7,39.75,5,745
CUST_01515,9,5.0,1,898
CUST_01516,18,12.0,28,452
CUST_01517,12,56.77,54,888
CUST_01518,8,55.09,39,850
CUST_01519,8,30.2,32,169
CUST_01520,18,14.56,60,829
CUST_01521,15,14.31,3,697
CUST_01522,7,30.67,58,1080
CUST_01523,11,56.11,3,1263
CUST_01524,16,63.21,28,768
CUST_01525,4,27.59,36,357
CUST_01526,6,11.16,59,200
CUST_01527,3,46.7,59,443
CUST_01528,9,19.41,19,1860
CUST_01529,10,27.04,40,826
CUST_01530,14,73.13,22,1325
CUST_01531,11,60.68,44,1129
CUST_01532,18,43.95,17,1825
CUST_01533,12,8.2,48,100
CUST_01534,12,45.28,24,1120
CUST_01535,13,66.57,0,1688
CUST_01536,13,30.61,53,937
CUST_01537,19,73.78,14,28
CUST_01538,19,72.32,33,1529
CUST_01539,14,81.59,47,664
CUST_01540,4,47.63,19,1461
CUST_01541,13,54.68,53,1402
CUST_01542,8,75.35,36,72
CUST_01543,19,51.18,26,253
CUST_01544,12,27.47,21,1986
CUST_01545,18,28.79,50,1934
CUST_01546,6,45.96,4,515
CUST_01547,18,7.74,33,748
CUST_01548,19,36.42,38,1573
CUST_01549,5,67.41,2,1043
CUST_01550,9,5.0,16,1648
CUST_01551,3,78.36,23,534
CUST_01552,10,68.06,23,420
CUST_01553,19,28.51,2,445
CUST_01554,3,53.58,44,878
CUST_01555,15,40.08,6,135
CUST_01556,1,70.75,24,1528
CUST_01557,7,64.57,55,1956
CUST_01558,12,5.0,2,1783
CUST_01559,17,54.68,14,1324
CUST_01560,5,34.86,28,1632
CUST_01561,4,42.07,49,32
CUST_01562,12,21.8,28,646
CUST_01563,18,83.7,9,1790
CUST_01564,17,66.0,31,277
CUST_01565,19,21.51,22,132
CUST_01566,9,6.63,38,749
CUST_01567,4,30.36,8,1550
CUST_01568,2,50.86,36,1812
CUST_01569,4,46.01,51,125
CUST_01570,2,71.33,39,344
CUST_01571,15,59.75,13,16
CUST_01572,2,64.24,3,823
CUST_01573,4,48.17,19,561
CUST_01574,6,5.27,27,646
CUST_01575,7,35.11,13,629
CUST_01576,10,66.5,43,1401
CUST_01577,19,38.71,33,817
CUST_01578,19,52.58,12,59
CUST_01579,12,32.03,30,1660
CUST_01580,3,14.25,32,466
CUST_01581,13,36.92,51,627
CUST_01582,18,47.73,38,390
CUST_01583,8,23.61,27,935
CUST_01584,15,34.11,24,684
CUST_01585,1,16.51,31,1210
CUST_01586,3,67.98,8,497
CUST_01587,8,32.64,27,599
CUST_01588,4,76.32,57,1738
CUST_01589,16,78.22,30,1384
CUST_01590,10,37.97,16,1846
CUST_01591,12,14.79,52,1855
CUST_01592,14,5.0,22,448
CUST_01593,14,5.0,12,1717
